anio,semana,nombreestacion,temperatura_promedio
2019,12,PAJARITO - AUT,18.08095238095238
2019,13,APTO OLAYA HERRERA - TX GPRS,21.724999999999998
2019,13,PAJARITO - AUT,19.139880952380953
2019,14,APTO OLAYA HERRERA - TX GPRS,20.841721854304634
2019,14,PAJARITO - AUT,18.254166666666666
2019,15,APTO OLAYA HERRERA - TX GPRS,22.04642857142857
2019,15,PAJARITO - AUT,19.27857142857143
2019,16,APTO OLAYA HERRERA - TX GPRS,21.58622754491018
2019,16,PAJARITO - AUT,18.951785714285716
2019,17,APTO OLAYA HERRERA - TX GPRS,21.8375
2019,17,PAJARITO - AUT,19.198214285714286
2019,18,APTO OLAYA HERRERA - TX GPRS,23.957831325301203
2019,18,PAJARITO - AUT,20.875
2019,19,APTO OLAYA HERRERA - TX GPRS,22.374496644295302
2019,19,PAJARITO - AUT,19.489285714285714
2019,20,APTO OLAYA HERRERA - TX GPRS,21.402380952380952
2019,20,PAJARITO - AUT,18.65059523809524
2019,21,APTO OLAYA HERRERA - TX GPRS,20.9
2019,21,PAJARITO - AUT,18.461904761904762
2019,22,APTO OLAYA HERRERA - TX GPRS,20.816666666666666
2019,22,PAJARITO - AUT,18.09702380952381
2019,23,APTO OLAYA HERRERA - TX GPRS,22.449397590361446
2019,23,PAJARITO - AUT,19.545238095238094
2019,24,APTO OLAYA HERRERA - TX GPRS,22.678915662650603
2019,24,PAJARITO - AUT,19.675
2019,25,APTO OLAYA HERRERA - TX GPRS,23.887012987012987
2019,25,PAJARITO - AUT,20.938095238095237
2019,26,APTO OLAYA HERRERA - TX GPRS,23.20299401197605
2019,26,PAJARITO - AUT,20.110714285714284
2019,27,APTO OLAYA HERRERA - TX GPRS,22.395209580838323
2019,27,PAJARITO - AUT,19.544642857142858
2019,28,APTO OLAYA HERRERA - TX GPRS,22.575595238095236
2019,28,PAJARITO - AUT,19.39404761904762
2019,29,APTO OLAYA HERRERA - TX GPRS,23.461077844311376
2019,29,PAJARITO - AUT,20.297619047619047
2019,30,APTO OLAYA HERRERA - TX GPRS,22.449101796407184
2019,30,PAJARITO - AUT,19.526347305389223
2019,31,APTO OLAYA HERRERA - TX GPRS,23.208
2019,31,PAJARITO - AUT,19.989285714285714
2019,32,APTO OLAYA HERRERA - TX GPRS,24.207926829268292
2019,32,PAJARITO - AUT,20.92142857142857
2019,33,APTO OLAYA HERRERA - TX GPRS,23.229166666666668
2019,33,PAJARITO - AUT,20.074404761904763
2019,34,APTO OLAYA HERRERA - TX GPRS,23.811976047904192
2019,34,PAJARITO - AUT,20.757142857142856
2019,35,APTO OLAYA HERRERA - TX GPRS,23.702962962962964
2019,35,PAJARITO - AUT,20.742401960784314
2019,36,APTO OLAYA HERRERA - TX GPRS,23.765454545454546
2019,36,PAJARITO - AUT,20.916666666666668
2019,37,APTO OLAYA HERRERA - TX GPRS,24.190677966101696
2019,37,PAJARITO - AUT,20.97083333333333
2019,38,APTO OLAYA HERRERA - TX GPRS,20.995
2019,38,PAJARITO - AUT,18.32
2019,39,APTO OLAYA HERRERA - TX GPRS,21.674096385542168
2019,39,PAJARITO - AUT,18.810119047619047
2019,40,APTO OLAYA HERRERA - TX GPRS,21.21437125748503
2019,40,PAJARITO - AUT,18.40952380952381
2019,41,APTO OLAYA HERRERA - TX GPRS,21.376969696969695
2019,41,PAJARITO - AUT,18.51137724550898
2019,42,APTO OLAYA HERRERA - TX GPRS,21.189090909090908
2019,42,PAJARITO - AUT,18.29345238095238
2019,43,APTO OLAYA HERRERA - TX GPRS,20.880434782608695
2019,43,PAJARITO - AUT,18.019277108433734
2019,44,APTO OLAYA HERRERA - TX GPRS,21.735365853658536
2019,44,PAJARITO - AUT,18.938095238095237
2019,45,APTO OLAYA HERRERA - TX GPRS,21.655757575757576
2019,45,PAJARITO - AUT,18.991666666666667
2019,46,APTO OLAYA HERRERA - TX GPRS,20.686666666666667
2019,46,PAJARITO - AUT,17.875
2019,47,APTO OLAYA HERRERA - TX GPRS,20.720606060606062
2019,47,PAJARITO - AUT,17.963690476190475
2019,48,APTO OLAYA HERRERA - TX GPRS,22.634730538922156
2019,48,PAJARITO - AUT,19.71607142857143
2019,49,APTO OLAYA HERRERA - TX GPRS,21.981944444444444
2019,49,PAJARITO - AUT,18.686904761904763
2019,50,APTO OLAYA HERRERA - TX GPRS,21.177380952380954
2019,50,PAJARITO - AUT,18.399404761904762
2019,51,APTO OLAYA HERRERA - TX GPRS,22.5
2019,51,PAJARITO - AUT,19.523214285714285
2019,52,APTO OLAYA HERRERA - TX GPRS,22.94610778443114
2019,52,PAJARITO - AUT,20.22142857142857
2020,1,APTO OLAYA HERRERA - TX GPRS,21.605454545454545
2020,1,PAJARITO - AUT,18.64761904761905
2020,2,APTO OLAYA HERRERA - TX GPRS,22.05398773006135
2020,2,PAJARITO - AUT,18.810119047619047
2020,3,APTO OLAYA HERRERA - TX GPRS,23.6527397260274
2020,3,PAJARITO - AUT,21.092261904761905
2020,4,APTO OLAYA HERRERA - TX GPRS,21.66024844720497
2020,4,PAJARITO - AUT,18.64107142857143
2020,5,APTO OLAYA HERRERA - TX GPRS,22.501204819277106
2020,5,PAJARITO - AUT,19.40833333333333
2020,6,APTO OLAYA HERRERA - TX GPRS,23.31823899371069
2020,6,PAJARITO - AUT,19.95952380952381
2020,7,APTO OLAYA HERRERA - TX GPRS,23.929113924050633
2020,7,PAJARITO - AUT,20.573809523809523
2020,8,APTO OLAYA HERRERA - TX GPRS,23.332919254658385
2020,8,PAJARITO - AUT,20.71547619047619
2020,9,APTO OLAYA HERRERA - TX GPRS,22.817931034482758
2020,9,PAJARITO - AUT,19.772560975609753
2020,10,APTO OLAYA HERRERA - TX GPRS,23.826190476190476
2020,10,PAJARITO - AUT,20.75654761904762
2020,11,APTO OLAYA HERRERA - TX GPRS,22.303571428571427
2020,11,PAJARITO - AUT,19.450595238095236
2020,12,APTO OLAYA HERRERA - TX GPRS,22.37594936708861
2020,12,PAJARITO - AUT,19.07916666666667
2020,13,APTO OLAYA HERRERA - TX GPRS,22.827891156462584
2020,13,PAJARITO - AUT,19.379310344827587
2020,14,APTO OLAYA HERRERA - TX GPRS,22.622377622377623
2020,15,APTO OLAYA HERRERA - TX GPRS,23.511805555555554
2020,16,APTO OLAYA HERRERA - TX GPRS,21.433532934131737
2020,17,APTO OLAYA HERRERA - TX GPRS,21.920359281437126
2020,18,APTO OLAYA HERRERA - TX GPRS,23.235928143712574
2020,19,APTO OLAYA HERRERA - TX GPRS,24.818787878787877
2020,20,APTO OLAYA HERRERA - TX GPRS,23.538607594936707
2020,21,APTO OLAYA HERRERA - TX GPRS,23.55875
2020,22,APTO OLAYA HERRERA - TX GPRS,21.941666666666666
2020,23,APTO OLAYA HERRERA - TX GPRS,22.179166666666667
2020,24,APTO OLAYA HERRERA - TX GPRS,21.921818181818182
2020,25,APTO OLAYA HERRERA - TX GPRS,21.43109756097561
2020,26,APTO OLAYA HERRERA - TX GPRS,22.360509554140126
2020,27,APTO OLAYA HERRERA - TX GPRS,21.517532467532465
2020,28,APTO OLAYA HERRERA - TX GPRS,21.12606060606061
2020,29,APTO OLAYA HERRERA - TX GPRS,22.683832335329342
2020,30,APTO OLAYA HERRERA - TX GPRS,21.11377245508982
2020,31,APTO OLAYA HERRERA - TX GPRS,22.63154761904762
2020,32,APTO OLAYA HERRERA - TX GPRS,23.7144578313253
2020,33,APTO OLAYA HERRERA - TX GPRS,22.53265306122449
2020,34,APTO OLAYA HERRERA - TX GPRS,21.538414634146342
2020,35,APTO OLAYA HERRERA - TX GPRS,21.288622754491016
2020,36,APTO OLAYA HERRERA - TX GPRS,21.273652694610778
2020,37,APTO OLAYA HERRERA - TX GPRS,21.530379746835443
2020,38,APTO OLAYA HERRERA - TX GPRS,21.171794871794873
2020,39,APTO OLAYA HERRERA - TX GPRS,21.707194244604317
2020,40,APTO OLAYA HERRERA - TX GPRS,20.83405797101449
2020,41,APTO OLAYA HERRERA - TX GPRS,21.17910447761194
2020,42,APTO OLAYA HERRERA - TX GPRS,21.753846153846155
2020,43,APTO OLAYA HERRERA - TX GPRS,21.125465838509317
2020,44,APTO OLAYA HERRERA - TX GPRS,21.112676056338028
2020,45,APTO OLAYA HERRERA - TX GPRS,21.37393939393939
2020,46,APTO OLAYA HERRERA - TX GPRS,20.275694444444444
2020,47,APTO OLAYA HERRERA - TX GPRS,20.81556886227545
2020,48,APTO OLAYA HERRERA - TX GPRS,21.475757575757576
2020,49,APTO OLAYA HERRERA - TX GPRS,21.507185628742516
2020,50,APTO OLAYA HERRERA - TX GPRS,21.87702702702703
2020,51,APTO OLAYA HERRERA - TX GPRS,21.86625
2020,52,APTO OLAYA HERRERA - TX GPRS,21.16216216216216
2020,53,APTO OLAYA HERRERA - TX GPRS,21.34331210191083
2021,1,APTO OLAYA HERRERA - TX GPRS,20.79824561403509
2021,2,APTO OLAYA HERRERA - TX GPRS,22.226595744680854
2021,3,APTO OLAYA HERRERA - TX GPRS,22.061486486486487
2021,4,APTO OLAYA HERRERA - TX GPRS,22.497350993377484
2021,5,APTO OLAYA HERRERA - TX GPRS,23.397959183673468
2021,6,APTO OLAYA HERRERA - TX GPRS,21.885802469135804
2021,7,APTO OLAYA HERRERA - TX GPRS,21.081617647058824
2021,8,APTO OLAYA HERRERA - TX GPRS,22.01095890410959
2021,9,APTO OLAYA HERRERA - TX GPRS,21.064462809917355
2021,10,APTO OLAYA HERRERA - TX GPRS,20.119266055045873
2021,11,APTO OLAYA HERRERA - TX GPRS,19.77338129496403
2021,12,APTO OLAYA HERRERA - TX GPRS,20.632608695652173
2021,13,APTO OLAYA HERRERA - TX GPRS,21.968852459016393
2021,14,APTO OLAYA HERRERA - TX GPRS,21.49051724137931
2021,15,APTO OLAYA HERRERA - TX GPRS,22.4336
2021,16,APTO OLAYA HERRERA - TX GPRS,27.0
2021,18,APTO OLAYA HERRERA - TX GPRS,18.333333333333332
2021,19,APTO OLAYA HERRERA - TX GPRS,21.724999999999998
2021,20,APTO OLAYA HERRERA - TX GPRS,22.010778443113775
2021,21,APTO OLAYA HERRERA - TX GPRS,21.375595238095237
2021,22,APTO OLAYA HERRERA - TX GPRS,21.811904761904763
2021,23,APTO OLAYA HERRERA - TX GPRS,20.729936305732483
2021,24,APTO OLAYA HERRERA - TX GPRS,21.65952380952381
2021,25,APTO OLAYA HERRERA - TX GPRS,20.59583333333333
2021,26,APTO OLAYA HERRERA - TX GPRS,22.07857142857143
2021,27,APTO OLAYA HERRERA - TX GPRS,22.5874251497006
2021,28,APTO OLAYA HERRERA - TX GPRS,22.665269461077845
2021,29,APTO OLAYA HERRERA - TX GPRS,22.704790419161675
2021,30,APTO OLAYA HERRERA - TX GPRS,22.093333333333334
2021,31,APTO OLAYA HERRERA - TX GPRS,22.59820359281437
2021,32,APTO OLAYA HERRERA - TX GPRS,21.43956834532374
2021,33,APTO OLAYA HERRERA - TX GPRS,20.85462962962963
2021,34,APTO OLAYA HERRERA - TX GPRS,21.30328947368421
2021,35,APTO OLAYA HERRERA - TX GPRS,21.0
2021,36,APTO OLAYA HERRERA - TX GPRS,20.991071428571427
2021,37,APTO OLAYA HERRERA - TX GPRS,22.90974025974026
2021,38,APTO OLAYA HERRERA - TX GPRS,21.572027972027975
2021,39,APTO OLAYA HERRERA - TX GPRS,21.138690476190476
2021,40,APTO OLAYA HERRERA - TX GPRS,22.26095890410959
2021,41,APTO OLAYA HERRERA - TX GPRS,21.166060606060608
2021,42,APTO OLAYA HERRERA - TX GPRS,21.2375
2021,43,APTO OLAYA HERRERA - TX GPRS,20.47142857142857
2021,44,APTO OLAYA HERRERA - TX GPRS,21.271856287425152
2021,45,APTO OLAYA HERRERA - TX GPRS,20.645454545454545
2021,46,APTO OLAYA HERRERA - TX GPRS,21.20969696969697
2021,47,APTO OLAYA HERRERA - TX GPRS,20.374305555555555
2021,48,APTO OLAYA HERRERA - TX GPRS,21.5
2021,49,APTO OLAYA HERRERA - TX GPRS,21.982738095238094
2021,50,APTO OLAYA HERRERA - TX GPRS,21.126190476190477
2021,51,APTO OLAYA HERRERA - TX GPRS,21.88132530120482
2021,52,APTO OLAYA HERRERA - TX GPRS,21.106586826347307
2022,1,APTO OLAYA HERRERA - TX GPRS,20.566917293233082
2022,2,APTO OLAYA HERRERA - TX GPRS,20.731137724550898
2022,3,APTO OLAYA HERRERA - TX GPRS,21.971069182389936
2022,4,APTO OLAYA HERRERA - TX GPRS,21.27090909090909
2022,5,APTO OLAYA HERRERA - TX GPRS,21.111904761904764
2022,6,APTO OLAYA HERRERA - TX GPRS,20.736526946107784
2022,7,APTO OLAYA HERRERA - TX GPRS,20.76904761904762
2022,8,APTO OLAYA HERRERA - TX GPRS,21.449166666666667
2022,9,APTO OLAYA HERRERA - TX GPRS,20.1030303030303
2022,10,APTO OLAYA HERRERA - TX GPRS,20.208928571428572
2022,11,APTO OLAYA HERRERA - TX GPRS,20.26923076923077
2022,12,APTO OLAYA HERRERA - TX GPRS,20.975641025641025
2022,13,APTO OLAYA HERRERA - TX GPRS,20.84166666666667
2022,14,APTO OLAYA HERRERA - TX GPRS,21.333333333333332
2022,15,APTO OLAYA HERRERA - TX GPRS,22.692168674698795
2022,16,APTO OLAYA HERRERA - TX GPRS,20.311377245508982
2022,17,APTO OLAYA HERRERA - TX GPRS,21.389285714285716
2022,18,APTO OLAYA HERRERA - TX GPRS,22.071875
2022,19,APTO OLAYA HERRERA - TX GPRS,21.629411764705882
2022,20,APTO OLAYA HERRERA - TX GPRS,20.8984375
2022,21,APTO OLAYA HERRERA - TX GPRS,21.515686274509804
2022,22,APTO OLAYA HERRERA - TX GPRS,20.0937106918239
2022,23,APTO OLAYA HERRERA - TX GPRS,19.97185628742515
2022,24,APTO OLAYA HERRERA - TX GPRS,20.261963190184048
2022,25,APTO OLAYA HERRERA - TX GPRS,20.866666666666667
2022,26,APTO OLAYA HERRERA - TX GPRS,20.321374045801527
2022,27,APTO OLAYA HERRERA - TX GPRS,22.782781456953643
2022,28,APTO OLAYA HERRERA - TX GPRS,21.89079754601227
2022,29,APTO OLAYA HERRERA - TX GPRS,22.15766871165644
2022,30,APTO OLAYA HERRERA - TX GPRS,21.070833333333333
2022,31,APTO OLAYA HERRERA - TX GPRS,21.03469387755102
2022,32,APTO OLAYA HERRERA - TX GPRS,22.28358208955224
2022,33,APTO OLAYA HERRERA - TX GPRS,21.58
2022,34,APTO OLAYA HERRERA - TX GPRS,21.11060606060606
2022,35,APTO OLAYA HERRERA - TX GPRS,21.26732026143791
2022,36,APTO OLAYA HERRERA - TX GPRS,22.178523489932886
2022,37,APTO OLAYA HERRERA - TX GPRS,20.644144144144143
2022,38,APTO OLAYA HERRERA - TX GPRS,19.575177304964537
2022,39,APTO OLAYA HERRERA - TX GPRS,21.166666666666668
2022,40,APTO OLAYA HERRERA - TX GPRS,20.978343949044586
2022,41,APTO OLAYA HERRERA - TX GPRS,21.149640287769785
2022,42,APTO OLAYA HERRERA - TX GPRS,20.28684210526316
2022,43,APTO OLAYA HERRERA - TX GPRS,20.33032258064516
2022,44,APTO OLAYA HERRERA - TX GPRS,20.833750000000002
2022,45,APTO OLAYA HERRERA - TX GPRS,21.18
2022,48,APTO OLAYA HERRERA - TX GPRS,20.673333333333336
2022,49,APTO OLAYA HERRERA - TX GPRS,19.698245614035088
2022,50,APTO OLAYA HERRERA - TX GPRS,21.24
2022,51,APTO OLAYA HERRERA - TX GPRS,21.975
2022,52,APTO OLAYA HERRERA - TX GPRS,21.0125748502994
2023,1,APTO OLAYA HERRERA - TX GPRS,20.141916167664668
2023,2,APTO OLAYA HERRERA - TX GPRS,20.081595092024543
2023,3,APTO OLAYA HERRERA - TX GPRS,20.753048780487806
2023,4,APTO OLAYA HERRERA - TX GPRS,22.263030303030302
2023,5,APTO OLAYA HERRERA - TX GPRS,21.62450331125828
2023,6,APTO OLAYA HERRERA - TX GPRS,22.29268292682927
2023,7,APTO OLAYA HERRERA - TX GPRS,21.904838709677417
2023,8,APTO OLAYA HERRERA - TX GPRS,21.464383561643835
2023,9,APTO OLAYA HERRERA - TX GPRS,23.304191616766467
2023,10,APTO OLAYA HERRERA - TX GPRS,20.172327044025156
2023,11,APTO OLAYA HERRERA - TX GPRS,20.269375
2023,12,APTO OLAYA HERRERA - TX GPRS,21.30179640718563
2023,13,APTO OLAYA HERRERA - TX GPRS,21.350299401197606
2023,14,APTO OLAYA HERRERA - TX GPRS,22.07125748502994
2023,15,APTO OLAYA HERRERA - TX GPRS,21.789285714285715
2023,16,APTO OLAYA HERRERA - TX GPRS,21.226190476190474
2023,17,APTO OLAYA HERRERA - TX GPRS,21.630357142857143
2023,18,APTO OLAYA HERRERA - TX GPRS,24.325301204819276
2023,19,APTO OLAYA HERRERA - TX GPRS,23.325000000000003
2023,20,APTO OLAYA HERRERA - TX GPRS,22.6125
2023,21,APTO OLAYA HERRERA - TX GPRS,21.23392857142857
2023,22,APTO OLAYA HERRERA - TX GPRS,21.655151515151516
2023,23,APTO OLAYA HERRERA - TX GPRS,22.419999999999998
2023,24,APTO OLAYA HERRERA - TX GPRS,23.802777777777777
2023,25,APTO OLAYA HERRERA - TX GPRS,23.107185628742517
2023,26,APTO OLAYA HERRERA - TX GPRS,23.19754601226994
2023,27,APTO OLAYA HERRERA - TX GPRS,21.725149700598802
2023,28,APTO OLAYA HERRERA - TX GPRS,24.028915662650604
2023,29,APTO OLAYA HERRERA - TX GPRS,23.854491017964072
2023,30,APTO OLAYA HERRERA - TX GPRS,23.495238095238093
2023,31,APTO OLAYA HERRERA - TX GPRS,24.522891566265063
2023,32,APTO OLAYA HERRERA - TX GPRS,24.048502994011976
2023,33,APTO OLAYA HERRERA - TX GPRS,22.863095238095237
2023,34,APTO OLAYA HERRERA - TX GPRS,22.4688622754491
2023,35,APTO OLAYA HERRERA - TX GPRS,23.563855421686746
2023,36,APTO OLAYA HERRERA - TX GPRS,23.673493975903614
2023,37,APTO OLAYA HERRERA - TX GPRS,23.479166666666668
2023,37,OLAYA HERRERA,23.410730088495573
2023,38,OLAYA HERRERA,23.689397406559877
2023,39,OLAYA HERRERA,23.485724779627816
2023,40,OLAYA HERRERA,21.578664658634537
2023,41,OLAYA HERRERA,22.809390178089586
2024,11,OLAYA HERRERA,26.184149988497815
2024,12,OLAYA HERRERA,24.36391053028399
2024,13,OLAYA HERRERA,23.83074012768976
2024,14,OLAYA HERRERA,22.900250916811427
2024,15,OLAYA HERRERA,25.313658254671548
2024,16,OLAYA HERRERA,22.961207561728394
2024,17,OLAYA HERRERA,21.994231635872012
2024,18,OLAYA HERRERA,22.53710292249047
2024,19,OLAYA HERRERA,22.351210165389272
2024,20,OLAYA HERRERA,23.364900273758312
2024,21,OLAYA HERRERA,22.920796812749003
2024,22,OLAYA HERRERA,23.524727348993288
2024,23,OLAYA HERRERA,22.7854714064915
2024,24,AEROPUERTO OLAYA HERRERA,22.710693641618494
2024,24,OLAYA HERRERA,22.88816914080072
2024,25,AEROPUERTO OLAYA HERRERA,22.470892926169306
2024,26,AEROPUERTO OLAYA HERRERA,21.620119714230547
2024,27,AEROPUERTO OLAYA HERRERA,22.036181292189006
2024,28,AEROPUERTO OLAYA HERRERA,23.847117988394587
2024,29,AEROPUERTO OLAYA HERRERA,24.202353169972774
2024,30,AEROPUERTO OLAYA HERRERA,24.238905180840664
2024,31,AEROPUERTO OLAYA HERRERA,24.394911195370184
2024,32,AEROPUERTO OLAYA HERRERA,21.73561590688652
2024,33,AEROPUERTO OLAYA HERRERA,23.98687984496124
2024,34,AEROPUERTO OLAYA HERRERA,23.35538997484033
2024,35,AEROPUERTO OLAYA HERRERA,23.108324574311542
2024,36,AEROPUERTO OLAYA HERRERA,23.604230006609388
2024,37,AEROPUERTO OLAYA HERRERA,24.160253456221195
2024,38,AEROPUERTO OLAYA HERRERA,21.223670212765956
2024,39,AEROPUERTO OLAYA HERRERA,21.134998564455927
2024,40,AEROPUERTO OLAYA HERRERA,20.93419602204649
2024,41,AEROPUERTO OLAYA HERRERA,20.44152163102934
2024,42,AEROPUERTO OLAYA HERRERA,21.10994082840237
2024,43,AEROPUERTO OLAYA HERRERA,21.899759807846277
2024,44,AEROPUERTO OLAYA HERRERA,20.394182389937107
2024,44,SANTA ELENA,13.475
2024,45,AEROPUERTO OLAYA HERRERA,20.111006546644845
2024,45,SANTA ELENA,13.025179856115107
2024,46,AEROPUERTO OLAYA HERRERA,20.368267617449664
2024,46,SANTA ELENA,12.608383233532933
2024,47,AEROPUERTO OLAYA HERRERA,20.560953865336657
2024,47,SANTA ELENA,12.921084337349399
2024,48,AEROPUERTO OLAYA HERRERA,22.13741551770749
2024,48,SANTA ELENA,13.954268292682928
2024,49,AEROPUERTO OLAYA HERRERA,21.990038469325775
2024,49,SANTA ELENA,13.53012048192771
2024,50,AEROPUERTO OLAYA HERRERA,21.837689050211736
2024,50,SANTA ELENA,13.146012269938652
2024,51,AEROPUERTO OLAYA HERRERA,21.91432776077231
2024,51,SANTA ELENA,13.59375
2024,52,AEROPUERTO OLAYA HERRERA,21.011768292682927
2024,52,SANTA ELENA,13.270807453416149
2025,1,AEROPUERTO OLAYA HERRERA,20.57744162436548
2025,1,SANTA ELENA,12.885975609756098
2025,2,AEROPUERTO OLAYA HERRERA,22.158903830480845
2025,2,SANTA ELENA,13.661585365853659
2025,3,AEROPUERTO OLAYA HERRERA,21.832254740313275
2025,3,SANTA ELENA,13.142073170731708
2025,4,AEROPUERTO OLAYA HERRERA,21.458753959873285
2025,4,SANTA ELENA,13.044025157232705
2025,5,AEROPUERTO OLAYA HERRERA,23.038157248157248
2025,5,SANTA ELENA,14.226086956521739
2025,6,AEROPUERTO OLAYA HERRERA,22.12428774928775
2025,6,SANTA ELENA,13.34
2025,9,AEROPUERTO OLAYA HERRERA,22.175354200988465
2025,9,SANTA ELENA,13.561739130434782
2025,10,AEROPUERTO OLAYA HERRERA,21.460785141409875
2025,10,SANTA ELENA,13.248809523809525
2025,11,AEROPUERTO OLAYA HERRERA,21.89274994715705
2025,11,SANTA ELENA,13.191566265060242
2025,12,AEROPUERTO OLAYA HERRERA,22.698147394136807
2025,12,SANTA ELENA,13.268235294117646
2025,13,AEROPUERTO OLAYA HERRERA,21.794804663530375
2025,13,SANTA ELENA,12.932857142857141
2025,14,AEROPUERTO OLAYA HERRERA,20.985369807497467
2025,14,SANTA ELENA,13.233939393939393
2025,15,AEROPUERTO OLAYA HERRERA,21.515658506979566
2025,15,SANTA ELENA,13.811805555555557
2025,16,AEROPUERTO OLAYA HERRERA,23.17298167908194
2025,16,SANTA ELENA,14.692215568862276
2025,17,AEROPUERTO OLAYA HERRERA,20.982921852683127
2025,17,SANTA ELENA,13.263473053892216
2025,18,AEROPUERTO OLAYA HERRERA,20.629250288350637
2025,18,SANTA ELENA,13.269642857142859
2025,19,AEROPUERTO OLAYA HERRERA,20.919939332659254
2025,19,SANTA ELENA,13.46547619047619
2025,20,AEROPUERTO OLAYA HERRERA,21.40747114800567
2025,20,SANTA ELENA,13.830538922155688
2025,21,AEROPUERTO OLAYA HERRERA,20.89089605734767
2025,21,SANTA ELENA,13.553191489361701
2025,23,AEROPUERTO OLAYA HERRERA,22.50428402366864
2025,23,SANTA ELENA,14.243055555555555
2025,24,AEROPUERTO OLAYA HERRERA,20.623286004056794
2025,24,SANTA ELENA,13.22857142857143
2025,25,AEROPUERTO OLAYA HERRERA,21.940730964467008
2025,25,SANTA ELENA,13.938095238095238
2025,26,AEROPUERTO OLAYA HERRERA,21.231901465798046
2025,26,SANTA ELENA,13.506586826347306
2025,27,AEROPUERTO OLAYA HERRERA,22.530155482815058
2025,27,SANTA ELENA,13.792168674698795
2025,28,AEROPUERTO OLAYA HERRERA,22.58503152328656
2025,28,SANTA ELENA,13.81616766467066
2025,29,AEROPUERTO OLAYA HERRERA,23.504934010152287
2025,29,SANTA ELENA,14.300602409638556
2025,30,AEROPUERTO OLAYA HERRERA,23.21021014646572
2025,30,SANTA ELENA,14.0825
2025,31,AEROPUERTO OLAYA HERRERA,22.963441340782122
2025,31,SANTA ELENA,14.140476190476189
2025,32,AEROPUERTO OLAYA HERRERA,21.17530612244898
2025,32,SANTA ELENA,12.904790419161676
2025,33,AEROPUERTO OLAYA HERRERA,21.349600982197668
2025,33,SANTA ELENA,13.038095238095238
2025,34,AEROPUERTO OLAYA HERRERA,21.911307707952002
2025,34,SANTA ELENA,13.854166666666666
2025,35,AEROPUERTO OLAYA HERRERA,22.84076655052265
2025,35,SANTA ELENA,13.899305555555555
2025,36,AEROPUERTO OLAYA HERRERA,21.387696335078534
2025,36,SANTA ELENA,13.512765957446808
2025,37,AEROPUERTO OLAYA HERRERA,23.136000000000003
2025,37,SANTA ELENA,14.171631205673759
2025,38,AEROPUERTO OLAYA HERRERA,22.108210180623974
2025,38,SANTA ELENA,13.437575757575756
2025,39,AEROPUERTO OLAYA HERRERA,21.997861877271756
2025,39,SANTA ELENA,13.81717791411043
2025,40,AEROPUERTO OLAYA HERRERA,21.10659295659296
2025,40,SANTA ELENA,13.29578313253012
2025,41,AEROPUERTO OLAYA HERRERA,20.488310351924262
2025,41,SANTA ELENA,12.67245508982036
2025,42,AEROPUERTO OLAYA HERRERA,20.9750101999184
2025,42,SANTA ELENA,12.882822085889572
2025,43,AEROPUERTO OLAYA HERRERA,20.804600595101853
2025,43,SANTA ELENA,13.252727272727272
2025,44,AEROPUERTO OLAYA HERRERA,22.256379700020545
2025,44,SANTA ELENA,13.733333333333333
2025,45,AEROPUERTO OLAYA HERRERA,22.143509714758164
2025,45,SANTA ELENA,13.915243902439023
2025,46,AEROPUERTO OLAYA HERRERA,20.928671328671328
2025,46,SANTA ELENA,13.310240963855422
2025,47,AEROPUERTO OLAYA HERRERA,21.338032516978803
2025,47,SANTA ELENA,13.155000000000001
2025,48,AEROPUERTO OLAYA HERRERA,21.794082332761576
2025,48,SANTA ELENA,13.369047619047619
2025,49,AEROPUERTO OLAYA HERRERA,20.318259803921567
2025,49,SANTA ELENA,12.488414634146341
2025,50,AEROPUERTO OLAYA HERRERA,21.767103914736627
2025,50,SANTA ELENA,13.260975609756098
2025,51,AEROPUERTO OLAYA HERRERA,21.535511129431164
2025,51,SANTA ELENA,13.303636363636363
2025,52,AEROPUERTO OLAYA HERRERA,21.458700553392088
2025,52,SANTA ELENA,12.420121951219512
2026,1,AEROPUERTO OLAYA HERRERA,22.125438054009482
2026,1,SANTA ELENA,13.549056603773586
2026,2,AEROPUERTO OLAYA HERRERA,20.176851660821125
2026,2,SANTA ELENA,12.478881987577639
2026,3,AEROPUERTO OLAYA HERRERA,20.836889250814334
2026,3,SANTA ELENA,13.181212121212122
2026,4,AEROPUERTO OLAYA HERRERA,22.125889890840057
2026,4,SANTA ELENA,13.494326241134752
2026,5,AEROPUERTO OLAYA HERRERA,20.82350020686802
2026,5,SANTA ELENA,12.941614906832298
2026,6,AEROPUERTO OLAYA HERRERA,20.85641130684146
2026,6,SANTA ELENA,12.617177914110428
2026,7,AEROPUERTO OLAYA HERRERA,21.25342154227827
2026,7,SANTA ELENA,13.073456790123457
2026,8,AEROPUERTO OLAYA HERRERA,21.346674953387197
2026,8,SANTA ELENA,13.225903614457831
2026,9,AEROPUERTO OLAYA HERRERA,21.663027245206862
2026,9,SANTA ELENA,13.621341463414634
2026,10,AEROPUERTO OLAYA HERRERA,21.77004266786436
2026,10,SANTA ELENA,13.638181818181819
2026,11,AEROPUERTO OLAYA HERRERA,21.763471449185737
2026,11,SANTA ELENA,13.346951219512196
2026,12,AEROPUERTO OLAYA HERRERA,21.83997113997114
2026,12,SANTA ELENA,13.213414634146341
2026,13,AEROPUERTO OLAYA HERRERA,21.22798755186722
