anio,semana,casos_dengue,temperatura_promedio,precipitacion_acumulada,temperatura_lag2,precipitacion_lag2,temperatura_lag4,precipitacion_lag4,casos_dengue_semana_siguiente
2021,18,4,18.33333333333333,0.321,27.0,0.0,21.49051724137931,13.827,2.0
2021,19,2,21.725,13.605,,0.0,22.4336,9.414,2.0
2021,20,2,22.01077844311377,11.27,18.33333333333333,0.321,27.0,0.0,4.0
2021,21,4,21.37559523809524,40.812,21.725,13.605,,0.0,1.0
2021,22,1,21.811904761904763,44.339,22.01077844311377,11.27,18.33333333333333,0.321,1.0
2021,23,1,20.729936305732483,63.645,21.37559523809524,40.812,21.725,13.605,4.0
2021,24,4,21.65952380952381,53.314,21.811904761904763,44.339,22.01077844311377,11.27,6.0
2021,25,6,20.59583333333333,35.75,20.729936305732483,63.645,21.37559523809524,40.812,5.0
2021,26,5,22.07857142857143,20.0,21.65952380952381,53.314,21.811904761904763,44.339,5.0
2021,27,5,22.5874251497006,20.381,20.59583333333333,35.75,20.729936305732483,63.645,4.0
2021,28,4,22.665269461077845,57.513,22.07857142857143,20.0,21.65952380952381,53.314,4.0
2021,29,4,22.704790419161675,13.932,22.5874251497006,20.381,20.59583333333333,35.75,9.0
2021,30,9,22.093333333333334,29.423,22.665269461077845,57.513,22.07857142857143,20.0,3.0
2021,31,3,22.59820359281437,14.463,22.704790419161675,13.932,22.5874251497006,20.381,4.0
2021,32,4,21.43956834532374,48.203,22.093333333333334,29.423,22.665269461077845,57.513,5.0
2021,33,5,20.85462962962963,26.892,22.59820359281437,14.463,22.704790419161675,13.932,9.0
2021,34,9,21.30328947368421,29.291,21.43956834532374,48.203,22.093333333333334,29.423,3.0
2021,35,3,21.0,78.581,20.85462962962963,26.892,22.59820359281437,14.463,3.0
2021,36,3,20.991071428571427,28.044,21.30328947368421,29.291,21.43956834532374,48.203,2.0
2021,37,2,22.90974025974026,30.613,21.0,78.581,20.85462962962963,26.892,3.0
2021,38,3,21.57202797202797,41.942,20.991071428571427,28.044,21.30328947368421,29.291,7.0
2021,39,7,21.13869047619048,29.588,22.90974025974026,30.613,21.0,78.581,8.0
2021,40,8,22.26095890410959,26.694,21.57202797202797,41.942,20.991071428571427,28.044,5.0
2021,41,5,21.166060606060608,55.467,21.13869047619048,29.588,22.90974025974026,30.613,4.0
2021,42,4,21.2375,39.122,22.26095890410959,26.694,21.57202797202797,41.942,6.0
2021,43,6,20.47142857142857,70.393,21.166060606060608,55.467,21.13869047619048,29.588,3.0
2021,44,3,21.271856287425152,6.029,21.2375,39.122,22.26095890410959,26.694,7.0
2021,45,7,20.645454545454545,71.947,20.47142857142857,70.393,21.166060606060608,55.467,9.0
2021,46,9,21.20969696969697,32.828,21.271856287425152,6.029,21.2375,39.122,8.0
2021,47,8,20.374305555555555,52.711,20.645454545454545,71.947,20.47142857142857,70.393,4.0
2021,48,4,21.5,38.38,21.20969696969697,32.828,21.271856287425152,6.029,6.0
2021,49,6,21.98273809523809,1.032,20.374305555555555,52.711,20.645454545454545,71.947,6.0
2021,50,6,21.12619047619048,16.234,21.5,38.38,21.20969696969697,32.828,4.0
2021,51,4,21.88132530120482,19.529,21.98273809523809,1.032,20.374305555555555,52.711,7.0
2021,52,7,21.106586826347307,16.294999999999998,21.12619047619048,16.234,21.5,38.38,
