anio,mes,categoria,proporcion,total_medellin,reclamos_estimados_medellin
2025,SEP,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.08357313600998797,19037,1590.9817902221412
2025,SEP,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.08127407542745779,19037,1547.214573912514
2025,SEP,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.06995132893821973,19037,1331.663448996889
2025,SEP,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.040906022726696,19037,778.7279546481118
2025,SEP,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03713515735623259,19037,706.9419905905997
2025,SEP,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.02258459071138923,19037,429.9428533727168
2025,OCT,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.18604344825042549,17694,3291.8527733430287
2025,OCT,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.20221930670376048,17694,3578.068412816338
2025,OCT,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.16838172918346164,17694,2979.34631617217
2025,OCT,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.11471160077770577,17694,2029.7070641607258
2025,OCT,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.07565243507263329,17694,1338.5941861751735
2025,OCT,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.08542117825585255,17694,1511.442328059055
2025,OCT,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0664000547976964,17694,1174.88256959044
2025,OCT,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.04042383910553299,17694,715.2594091333007
2025,OCT,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03691467893292024,17694,653.1683290390907
2025,OCT,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.02383172892001117,17694,421.6786115106777
2026,ENE,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.20494012752060548,14509,2973.476310196465
2026,ENE,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.18196309159711782,14509,2640.1024959825822
2026,ENE,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.1635996060339018,14509,2373.6666839458812
2026,ENE,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.11090016069669795,14509,1609.0504315483904
2026,ENE,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.0888626820797263,14509,1289.3086542947487
2026,ENE,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.0770566585454357,14509,1118.0150588357264
2026,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.06118137991809652,14509,887.6806412316624
2026,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.04452853662329584,14509,646.0645378673993
2026,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03436835830179877,14509,498.6505106007983
2026,ENE,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.03259939868332383,14509,472.98467549634546
2026,FEB,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.19733249704840614,15875,3132.6533906434474
2026,FEB,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.18306031090122,15875,2906.0824355568675
2026,FEB,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.17348607831562377,15875,2754.0914932605274
2026,FEB,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.11458333333333333,15875,1819.0104166666665
2026,FEB,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.0838806080283353,15875,1331.6046524498229
2026,FEB,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.07826643053915781,15875,1242.4795848091303
2026,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.06085202676111767,15875,966.025924832743
2026,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.04723780007870917,15875,749.9000762495081
2026,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03498868555686738,15875,555.4453832152697
2026,FEB,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.026312229437229436,15875,417.7066423160173
2026,MAR,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.17518289862190672,16504,2891.2185588559487
2026,MAR,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.18378955664574492,16504,3033.262842881374
2026,MAR,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.1887639422719978,16504,3115.360103257052
2026,MAR,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.12097865754410413,16504,1996.6317641078945
2026,MAR,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.07646047619319578,16504,1261.903699092503
2026,MAR,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.07921323609199472,16504,1307.335248462281
2026,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.06178289747968269,16504,1019.6649400046831
2026,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.047796364300930344,16504,788.8311964225544
2026,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03480927714352616,16504,574.4923099767558
2026,MAR,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.031222693706916736,16504,515.2993369389538
2026,ABR,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.17169648379605318,16092,2762.939817246088
2026,ABR,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.18961010164665243,16092,3051.2057556979307
2026,ABR,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.19273185589748976,16092,3101.441025102405
2026,ABR,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.12382569524676446,16092,1992.6030879109337
2026,ABR,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.07278063695456827,16092,1171.1860098729126
2026,ABR,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.07790381495874617,16092,1253.6281903161432
2026,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.06128557924587753,16092,986.2075412246612
2026,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.04464983836898552,16092,718.505199033715
2026,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03341735812064559,16092,537.7521268774289
2026,ABR,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.032098635764217114,16092,516.5312467177818
