anio,mes,categoria,proporcion,total_medellin,reclamos_estimados_medellin,variacion_pct,promedio_movil_3m,z_score,nivel_riesgo
2024,MAY,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1290850437140586,11462,1479.57277105054,2.2496943512380074,1307.1577629895994,-0.3944922513574664,bajo
2024,JUN,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1391590576823748,10009,1392.8430083428902,-5.86181122041528,1439.81167995983,-0.6434983726768856,bajo
2024,JUL,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.143330622991443,11816,1693.5946412668911,21.592644046927777,1522.0034735534402,0.21997680881674242,medio
2024,AGO,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1374871145175124,11212,1541.5055279703497,-8.980254754630746,1542.6477258600437,-0.21667975537262502,bajo
2024,SEP,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1304461386418184,12446,1623.5326415360723,5.321233824813132,1619.5442702577711,0.018824790637467368,medio
2024,OCT,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1252806762646942,14117,1768.5873068286885,8.93450871153263,1644.541825445037,0.43528505129277634,medio
2024,NOV,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1191376828574297,11777,1403.0844910119506,-20.66637108643129,1598.401479792237,-0.6140944887463022,bajo
2025,ENE,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1082179747760686,13174,1425.663599699929,1.609247969927563,1532.4451325135226,-0.5492685731468909,bajo
2025,FEB,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1117208395367527,13024,1455.0522141266683,2.061398946632642,1427.9334349461826,-0.46489217615360307,bajo
2025,MAR,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1111905701321759,14700,1634.5013809429868,12.332833493815553,1505.072398256528,0.05031667035914825,medio
2025,ABR,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1137921075432562,14332,1630.8684853099485,-0.2222632342434805,1573.4740267932011,0.03988641870735477,medio
2025,MAY,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1104905536273248,15946,1761.8823681413228,8.033381232851223,1675.750744798086,0.41603478789872933,medio
2025,JUN,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1102540437486105,14501,1598.7938883986014,-9.256490824343155,1663.848247283291,-0.05220158799802846,bajo
2025,JUL,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1173201929125602,18804,2206.088907527784,37.98457221633911,1855.5883880225695,1.6913772307253192,alto
2025,AGO,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1205179348870496,14221,1713.885552028733,-22.311129611300686,1839.589449318373,0.2782331769781077,medio
2025,SEP,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1219669402193496,19037,2321.88464095576,35.474894353787874,2080.619700170759,2.023833420458379,alto
2025,OCT,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1147116007777057,17694,2029.7070641607256,-12.583638809668207,2021.82575238174,1.1849748456980775,medio
2026,ENE,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1109001606966979,14509,1609.0504315483904,-20.724992292731404,1986.8807122216258,-0.022754464563791908,bajo
2026,FEB,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1145833333333333,15875,1819.0104166666663,13.048688903817096,1819.2559707919274,0.5800526906087139,medio
2026,MAR,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1209786575441041,16504,1996.6317641078945,9.764724039718198,1808.230870774317,1.090013762898931,medio
